"Symbol","Company Name","Sector","Industry"
"MBIO","Mustang Bio Inc","Health Care","Biotechnology"
"MBOT","Microbot Medical Inc","Health Care","Health Care Equipment & Supplies"
"MBRX","Moleculin Biotech Inc","Health Care","Biotechnology"
"MBT","Mobil'nye Telesistemy PAO (ADR)","Communication Services","Wireless Telecommunication Services"
"MBUU","Malibu Boats Inc","Consumer Discretionary","Leisure Products"
"MBWM","Mercantile Bank Corp.","Financials","Banks"
"MC","Moelis & Co","Financials","Capital Markets"
"MCA","Blackrock Muniyld California Quty Fd Inc","",""
"MCACU","Mountain Crest Acquisition Corp","",""
"MCB","Metropolitan Bank Holding Corp","Financials","Banks"
"MCBC","Macatawa Bank Corporation","Financials","Banks"
"MCBS","Metrocity Bankshares Inc","Financials","Banks"
"MCC","Medley Capital Corp","Financials","Capital Markets"
"MCD","Mcdonald's Corp","Consumer Discretionary","Hotels, Restaurants & Leisure"
"MCEP","Mid-Con Energy Partners LP","Energy","Oil, Gas & Consumable Fuels"
"MCF","Contango Oil & Gas Co (Texas)","Energy","Oil, Gas & Consumable Fuels"
"MCFT","Mastercraft Boat Holdings Inc","Consumer Discretionary","Leisure Products"
"MCHP","Microchip Technology Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"MCHX","Marchex, Inc.","Communication Services","Media"
"MCK","McKesson Corporation","Health Care","Health Care Providers & Services"
"MCMJ","Merida Merger Corp I","",""
"MCN","Madison Covered Call & Equity Strtgy Fd","",""
"MCO","Moody's Corporation","Financials","Capital Markets"
"MCR","MFS Charter Income Trust","",""
"MCRB","Seres Therapeutics Inc","Health Care","Biotechnology"
"MCRI","Monarch Casino & Resort, Inc.","Consumer Discretionary","Hotels, Restaurants & Leisure"
"MCS","Marcus Corp","Communication Services","Entertainment"
"MCY","Mercury General Corporation","Financials","Insurance"
"MD","MEDNAX Inc","Health Care","Health Care Providers & Services"
"MDB","Mongodb Inc","Information Technology","IT Services"
"MDC","M.D.C. Holdings, Inc.","Consumer Discretionary","Household Durables"
"MDCA","MDC Partners Inc","Communication Services","Media"
"MDGL","Madrigal Pharmaceuticals Inc","Health Care","Biotechnology"
"MDIA","Mediaco Holding Inc","",""
"MDJH","MDJM Ltd","Real Estate","Real Estate Management & Development"
"MDLA","Medallia Inc","Information Technology","Software"
"MDLY","Medley Management Inc","Financials","Capital Markets"
"MDLZ","Mondelez International Inc","Consumer Staples","Food Products"
"MDP","Meredith Corporation","Communication Services","Media"
"MDPEB","MEREDITH CORP","Communication Services","Media"
"MDRR","Medalist Diversified REIT Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"MDRX","Allscripts Healthcare Solutions Inc","Health Care","Health Care Technology"
"MDT","Medtronic PLC","Health Care","Health Care Equipment & Supplies"
"MDU","Mdu Resources Group Inc","Utilities","Multi-Utilities"
"MDWD","Mediwound Ltd","Health Care","Pharmaceuticals"
"MEC","Mayville Engineering Company Inc","Materials","Metals & Mining"
"MED","Medifast Inc","Consumer Staples","Personal Products"
"MEDP","Medpace Holdings Inc","Health Care","Life Sciences Tools & Services"
"MEDS","Trxade Group Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"MEET","Meet Group Inc","Communication Services","Interactive Media & Services"
"MEI","Methode Electronics Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"MEIP","MEI Pharma Inc","Health Care","Biotechnology"
"MELI","Mercadolibre Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"MEN","Blackrock MuniEnhanced Fund Inc.","",""
"MEOH","Methanex Corporation (USA)","Materials","Chemicals"
"MERC","Mercer International Inc.","Materials","Paper & Forest Products"
"MESA","Mesa Air Group Inc","Industrials","Airlines"
"MESO","Mesoblast limited (ADR)","Health Care","Biotechnology"
"MET","Metlife Inc","Financials","Insurance"
"MET-A","Metlife Inc","Financials","Insurance"
"METC","Ramaco Resources Inc","Materials","Metals & Mining"
"METX","Meten Edtechx Education Group Ltd","",""
"MFA","MFA Financial, Inc.","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"MFA-B","MFA Financial Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"MFA-C","MFA Financial Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"MFD","Macquarie/First Trust Global Infrstrctre","",""
"MFG","Mizuho Financial Group Inc. (ADR)","Financials","Banks"
"MFH","Mercurity Fintech Holding Inc- ADR","Consumer Discretionary","Internet & Direct Marketing Retail"
"MFIN","Medallion Financial Corp","Financials","Consumer Finance"
"MFL","BlackRock MuniHolding Insured Investm","",""
"MFM","MFS Municipal Income Trust","",""
"MFNC","Mackinac Financial Corporation","Financials","Banks"
"MFT","Blackrock Muniyield Investment Qlty Fund","",""
"MFV","MFS Special Value Trust","",""
"MG","Mistras Group Inc","Industrials","Professional Services"
"MGEE","MGE Energy, Inc.","Utilities","Electric Utilities"
"MGEN","Miragen Therapeutics Inc","Health Care","Biotechnology"
"MGF","MFS Government Markets Income Trust","",""
"MGI","Moneygram International Inc","Information Technology","IT Services"
"MGIC","Magic Software Enterprises Ltd","Information Technology","Software"
"MGLN","Magellan Health Inc","Health Care","Health Care Providers & Services"
"MGM","MGM Resorts International","Consumer Discretionary","Hotels, Restaurants & Leisure"
"MGNX","MacroGenics Inc","Health Care","Biotechnology"
"MGP","MGM Growth Properties LLC","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"MGPI","MGP Ingredients Inc","Consumer Staples","Beverages"
"MGRC","McGrath RentCorp","Industrials","Commercial Services & Supplies"
"MGTA","Magenta Therapeutics Inc","Health Care","Biotechnology"
"MGTX","MeiraGTx Holdings PLC","Health Care","Biotechnology"
"MGU","Macquarie Global Infr Total Rtrn Fnd Inc","",""
"MGY","Magnolia Oil & Gas Corp","Energy","Oil, Gas & Consumable Fuels"
"MGYR","Magyar Bancorp, Inc.","Financials","Thrifts & Mortgage Finance"
"MH-A","Maiden Holdings Ltd","Financials","Insurance"
"MH-C","Maiden Holdings Ltd","Financials","Insurance"
"MH-D","Maiden Holdings Ltd","Financials","Insurance"
"MHD","BlackRock MuniHoldings Fund Inc.","",""
"MHE","Blackrock Massachusetts Tax-Exempt Trust","",""
"MHF","Western Asset Municipal Hgh Incm Fnd Inc","",""
"MHH","Mastech Digital Inc","Industrials","Professional Services"
"MHI","Pioneer Municipal High Income Trust","",""
"MHK","Mohawk Industries, Inc.","Consumer Discretionary","Household Durables"
"MHLD","Maiden Holdings, Ltd.","Financials","Insurance"
"MHN","Blackrock Muniholdings New York Qulty Fd","",""
"MHO","M/I Homes Inc","Consumer Discretionary","Household Durables"
"MIC","Macquarie Infrastructure Corp","Industrials","Transportation Infrastructure"
"MICT","MICT Inc","Industrials","Aerospace & Defense"
"MIDD","Middleby Corp","Industrials","Machinery"
"MIK","Michaels Companies Inc","Consumer Discretionary","Specialty Retail"
"MIME","Mimecast Ltd","Information Technology","Software"
"MIN","MFS Intermediate Income Trust","",""
"MIND","Mitcham Industries, Inc.","Energy","Energy Equipment & Services"
"MINI","Mobile Mini Inc","Industrials","Commercial Services & Supplies"
"MIRM","Mirum Pharmaceuticals Inc","Health Care","Biotechnology"
"MIST","Milestone Pharmaceuticals Inc","Health Care","Pharmaceuticals"
"MITK","Mitek Systems, Inc.","Information Technology","Software"
"MITO","Stealth BioTherapeutics Corp","Health Care","Biotechnology"
"MITQ","Moving Image Technologies Inc","",""
"MITT","AG Mortgage Investment Trust Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"MITT-A","AG Mortgage Investment Trust Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"MITT-B","AG Mortgage Investment Trust Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"MITT-C","AG Mortgage Investment Trust Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"MIXT","MiX Telematics Ltd - ADR","Information Technology","Software"
"MIY","Blackrock Muniyield Michign Qulty Fd Inc","",""
"MJCO","Majesco","Information Technology","Software"
"MKC","McCormick & Company, Incorporated","Consumer Staples","Food Products"
"MKC.V","MCCORMICK & CO INC","Consumer Staples","Food Products"
"MKD","Molecular Data Inc - ADR","",""
"MKGI","Monaker Group Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"MKL","Markel Corporation","Financials","Insurance"
"MKSI","MKS Instruments, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"MKTX","MarketAxess Holdings Inc.","Financials","Capital Markets"
"MLAB","Mesa Laboratories, Inc.","Health Care","Health Care Equipment & Supplies"
"MLCO","Melco Resorts & Entertainment Ltd(ADR)","Consumer Discretionary","Hotels, Restaurants & Leisure"
"MLHR","Herman Miller, Inc.","Industrials","Commercial Services & Supplies"
"MLI","Mueller Industries, Inc.","Industrials","Machinery"
"MLM","Martin Marietta Materials, Inc.","Materials","Construction Materials"
"MLND","Millendo Therapeutics Inc","Health Care","Biotechnology"
"MLP","Maui Land & Pineapple Company Inc","Real Estate","Real Estate Management & Development"
"MLR","Miller Industries, Inc.","Industrials","Machinery"
"MLSS","Milestone Scientific Inc.","Health Care","Health Care Equipment & Supplies"
"MLVF","Malvern Bancorp Inc","Financials","Banks"
"MMAC","MMA Capital Holdings Inc","Financials","Thrifts & Mortgage Finance"
"MMC","Marsh & McLennan Companies, Inc.","Financials","Insurance"
"MMD","Mainstay Definedterm Municipal Opptys Fd","",""
"MMI","Marcus & Millichap Inc","Real Estate","Real Estate Management & Development"
"MMLP","Martin Midstream Partners L.P.","Energy","Oil, Gas & Consumable Fuels"
"MMM","3M Co","Industrials","Industrial Conglomerates"
"MMP","Magellan Midstream Partners, L.P.","Energy","Oil, Gas & Consumable Fuels"
"MMS","MAXIMUS, Inc.","Information Technology","IT Services"
"MMSI","Merit Medical Systems, Inc.","Health Care","Health Care Equipment & Supplies"
"MMT","MFS Multimarket Income Trust","",""
"MMU","Western Asset Managed Municipals Fnd Inc","",""
"MMYT","MakeMyTrip Limited","Consumer Discretionary","Internet & Direct Marketing Retail"
"MN","Manning and Napier Inc","Financials","Capital Markets"
"MNCLU","Monocle Acquisition Corp","",""
"MNDO","MIND C.T.I. Ltd.","Information Technology","Software"
"MNE","BlackRock Muni New York Intr. Dur. Fnd.","",""
"MNK","Mallinckrodt PLC","Health Care","Pharmaceuticals"
"MNKD","MannKind Corporation","Health Care","Biotechnology"
"MNLO","Menlo Therapeutics Inc","Health Care","Pharmaceuticals"
"MNOV","MediciNova, Inc.","Health Care","Biotechnology"
"MNP","Western Asset Municipal Partners Fnd Inc","",""
"MNPR","Monopar Therapeutics Inc","Health Care","Biotechnology"
"MNR","Monmouth R.E. Inv. Corp.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"MNR-C","Monmouth Real Estate Investment Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"MNRL","Brigham Minerals Inc","Energy","Oil, Gas & Consumable Fuels"
"MNRO","Monro Inc","Consumer Discretionary","Specialty Retail"
"MNSB","MainStreet Bancshares Inc","Financials","Banks"
"MNST","Monster Beverage Corp","Consumer Staples","Beverages"
"MNTA","Momenta Pharmaceuticals, Inc.","Health Care","Biotechnology"
"MNTX","Manitex International Inc","Industrials","Machinery"
"MO","Altria Group Inc","Consumer Staples","Tobacco"
"MOBL","Mobileiron Inc","Information Technology","Software"
"MOD","Modine Manufacturing Co.","Consumer Discretionary","Auto Components"
"MODN","Model N Inc","Information Technology","Software"
"MOFG","Midwestone Financial Group Inc (IOWA)","Financials","Banks"
"MOG.A","Moog Inc","Industrials","Aerospace & Defense"
"MOG.B","MOOG INC  -CL A","Industrials","Aerospace & Defense"
"MOGU","Mogu Inc - ADR","Consumer Discretionary","Internet & Direct Marketing Retail"
"MOH","Molina Healthcare, Inc.","Health Care","Health Care Providers & Services"
"MOHO","Ecmoho Ltd - ADR","Consumer Discretionary","Internet & Direct Marketing Retail"
"MOMO","Momo Inc (ADR)","Communication Services","Interactive Media & Services"
"MORF","Morphic Holding Inc","Health Care","Biotechnology"
"MORN","Morningstar, Inc.","Financials","Capital Markets"
"MOS","Mosaic Co","Materials","Chemicals"
"MOSY","MoSys Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"MOTS","Motus GI Holdings Inc","Health Care","Health Care Equipment & Supplies"
"MOV","Movado Group, Inc","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"MOXC","Moxian Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"MPA","BlackRock Muniyield Pennsylvania QltyFnd","",""
"MPAA","Motorcar Parts of America, Inc.","Consumer Discretionary","Auto Components"
"MPB","Mid Penn Bancorp, Inc.","Financials","Banks"
"MPC","Marathon Petroleum Corp","Energy","Oil, Gas & Consumable Fuels"
"MPLX","MPLX LP","Energy","Oil, Gas & Consumable Fuels"
"MPV","Barings Participation Investors","",""
"MPW","Medical Properties Trust, Inc.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"MPWR","Monolithic Power Systems, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"MPX","Marine Products Corp.","Consumer Discretionary","Leisure Products"
"MQT","Blackrock Muniyield Quality Fund II Inc.","",""
"MQY","Blackrock Muniyield Quality Fund Inc.","",""
"MR","Montage Resources Corp","Energy","Oil, Gas & Consumable Fuels"
"MRAM","Everspin Technologies Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"MRBK","Meridian Corp","Financials","Banks"
"MRC","MRC Global Inc","Industrials","Trading Companies & Distributors"
"MRCC","Monroe Capital Corp","Financials","Capital Markets"
"MRCY","Mercury Systems Inc","Industrials","Aerospace & Defense"
"MRIN","Marin Software Inc","Information Technology","Software"
"MRK","Merck & Co., Inc.","Health Care","Pharmaceuticals"
"MRKR","Marker Therapeutics Inc","Health Care","Biotechnology"
"MRLN","Marlin Business Services Corp.","Financials","Diversified Financial Services"
"MRNA","Moderna Inc","Health Care","Biotechnology"
"MRNS","Marinus Pharmaceuticals Inc","Health Care","Pharmaceuticals"
"MRO","Marathon Oil Corporation","Energy","Oil, Gas & Consumable Fuels"
"MRSN","Mersana Therapeutics Inc","Health Care","Biotechnology"
"MRTN","Marten Transport, Ltd","Industrials","Road & Rail"
"MRTX","Mirati Therapeutics Inc","Health Care","Biotechnology"
"MRUS","Merus NV","Health Care","Biotechnology"
"MRVL","Marvell Technology Group Ltd.","Information Technology","Semiconductors & Semiconductor Equipment"
"MS","Morgan Stanley","Financials","Capital Markets"
"MSA","MSA Safety Inc","Industrials","Commercial Services & Supplies"
"MSB","Mesabi Trust","Materials","Metals & Mining"
"MSBF","MSB Financial Corp.","Financials","Thrifts & Mortgage Finance"
"MSBI","Midland States Bancorp Inc","Financials","Banks"
"MSC","Studio City International Holdings Ltd","Consumer Discretionary","Hotels, Restaurants & Leisure"
"MSCI","Msci Inc","Financials","Capital Markets"
"MSD","Morgan Stanley Emerging Mkt Debt FundInc","",""
"MSEX","Middlesex Water Company","Utilities","Water Utilities"
"MSFT","Microsoft Corporation","Information Technology","Software"
"MSGE","Madison Square Garden Entertainment Corp","",""
"MSGN","MSG Networks Inc","Communication Services","Media"
"MSGS","Madison Square Garden Sports Corp","Communication Services","Entertainment"
"MSI","Motorola Solutions Inc","Information Technology","Communications Equipment"
"MSM","MSC Industrial Direct Co Inc","Industrials","Trading Companies & Distributors"
"MSN","Emerson Radio Corp","Consumer Discretionary","Household Durables"
"MSON","Misonix Inc","Health Care","Health Care Equipment & Supplies"
"MSTR","MicroStrategy Incorporated","Information Technology","Software"
"MSVB","Mid-Southern Bancorp Inc","Financials","Thrifts & Mortgage Finance"
"MT","ArcelorMittal SA (ADR)","Materials","Metals & Mining"
"MTB","M&T Bank Corporation","Financials","Banks"
"MTBC","MTBC Inc","Health Care","Health Care Technology"
"MTBCP","MTBC Inc","Health Care","Health Care Technology"
"MTC","MMTec Inc","Information Technology","Software"
"MTCH","Match Group Inc","Communication Services","Interactive Media & Services"
"MTD","Mettler-Toledo International Inc.","Health Care","Life Sciences Tools & Services"
"MTDR","Matador Resources Co","Energy","Oil, Gas & Consumable Fuels"
"MTEM","Molecular Templates Inc","Health Care","Biotechnology"
"MTEX","Mannatech, Inc.","Consumer Staples","Personal Products"
"MTG","MGIC Investment Corp.","Financials","Thrifts & Mortgage Finance"
"MTH","Meritage Homes Corp","Consumer Discretionary","Household Durables"
"MTL","Mechel PAO (ADR)","Materials","Metals & Mining"
"MTLS","Materialise NV (ADR)","Information Technology","Software"
"MTN","Vail Resorts, Inc.","Consumer Discretionary","Hotels, Restaurants & Leisure"
"MTNB","Matinas BioPharma Holdings Inc","Health Care","Biotechnology"
"MTOR","Meritor Inc","Industrials","Machinery"
"MTR","Mesa Royalty Trust","Energy","Oil, Gas & Consumable Fuels"
"MTRN","Materion Corp","Materials","Metals & Mining"
"MTRX","Matrix Service Co","Energy","Energy Equipment & Services"
"MTSC","MTS Systems Corporation","Information Technology","Electronic Equipment, Instruments & Components"
"MTSI","MACOM Technology Solutions Holdings Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"MTSL","MER Telemanagement Solutions Ltd.","Information Technology","Software"
"MTT","Western Asset Municipal D Opp Trust Inc.","",""
"MTW","Manitowoc Company Inc","Industrials","Machinery"
"MTX","Minerals Technologies Inc","Materials","Chemicals"
"MTZ","MasTec, Inc.","Industrials","Construction & Engineering"
"MU","Micron Technology, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"MUA","Blackrock Muniassets Fund, Inc.","",""
"MUC","Blackrock MuniHoldings CA Insrd Fnd Inc.","",""
"MUE","BlackRock MuniHoldings QualityFnd II Inc","",""
"MUFG","Mitsubishi UFJ Financial Group Inc (ADR)","Financials","Banks"
"MUH","Blackrock Muniholdings Fund II Inc.","",""
"MUI","Blackrock Muni Intermediate Drtn Fnd Inc","",""
"MUJ","BlackRock Muniholdings NJ Quality Fd Inc","",""
"MUR","Murphy Oil Corporation","Energy","Oil, Gas & Consumable Fuels"
"MUS","BlackRock MuniHoldings Quality Fund Inc","",""
"MUSA","Murphy USA Inc","Consumer Discretionary","Specialty Retail"
"MUX","McEwen Mining Inc","Materials","Metals & Mining"
"MVBF","MVB Financial Corp","Financials","Banks"
"MVC","MVC Capital, Inc.","Financials","Capital Markets"
"MVF","BlackRock MuniVest Fund Inc.","",""
"MVIS","Microvision, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"MVO","MV Oil Trust","Energy","Oil, Gas & Consumable Fuels"
"MVT","Blackrock Munivest Fund II Inc.","",""
"MWA","Mueller Water Products, Inc.","Industrials","Machinery"
"MWK","Mohawk Group Holdings Inc","Consumer Discretionary","Household Durables"
"MX","Magnachip Semiconductor Corp","Information Technology","Semiconductors & Semiconductor Equipment"
"MXC","Mexco Energy Corporation","Energy","Oil, Gas & Consumable Fuels"
"MXIM","Maxim Integrated Products Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"MXL","MaxLinear, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"MYC","BlackRock MuniYield California Fund Inc.","",""
"MYD","Blackrock Muniyield Fund Inc.","",""
"MYE","Myers Industries, Inc.","Materials","Containers & Packaging"
"MYF","BlackRock MuniYield Investment Fund","",""
"MYFW","First Western Financial Inc","Financials","Banks"
"MYGN","Myriad Genetics, Inc.","Health Care","Biotechnology"
"MYI","Blackrock Muniyield Quality Fund III Inc","",""
"MYJ","BlackRock MuniYield New Jersey Fund, Inc","",""
"MYL","Mylan NV","Health Care","Pharmaceuticals"
"MYN","BlackRock MuniYield NewYork Qlty Fnd Inc","",""
"MYO","Myomo Inc","Health Care","Health Care Equipment & Supplies"
"MYOK","Myokardia Inc","Health Care","Pharmaceuticals"
"MYOS","MYOS RENS Technology Inc","Consumer Staples","Personal Products"
"MYOV","Myovant Sciences Ltd","Health Care","Biotechnology"
"MYRG","MYR Group Inc","Industrials","Construction & Engineering"
"MYT","Urban Tea Inc","Consumer Staples","Food & Staples Retailing"
"MZA","Blackrock Muniyield Arizona Fund Inc","",""
"NAC","Nuveen California Quality Muncpl IncmFnd","",""
"NAD","Nuveen Quality Municipal Income Fund","",""
"NAII","Natural Alternatives International, Inc.","Consumer Staples","Personal Products"
"NAKD","Naked Brand Group Ltd","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"NAN","Nuveen New York Dividend Advntg Mncpl Fd","",""
"NAOV","NanoVibronix Inc","Health Care","Health Care Equipment & Supplies"
"NARI","Inari Medical Inc","",""
"NAT","Nordic American Tanker Ltd","Energy","Oil, Gas & Consumable Fuels"
"NATH","Nathan's Famous, Inc.","Consumer Discretionary","Hotels, Restaurants & Leisure"
"NATI","National Instruments Corp","Information Technology","Electronic Equipment, Instruments & Components"
"NATR","Nature's Sunshine Prod.","Consumer Staples","Personal Products"
"NAV","Navistar International Corp","Industrials","Machinery"
"NAV-D","Navistar International Corp","Industrials","Machinery"
"NAVB","Navidea Biopharmaceuticals Inc","Health Care","Biotechnology"
"NAVI","Navient Corp","Financials","Consumer Finance"
"NBAC","Newborn Acquisition Corp","",""
"NBB","Nuveen Taxable Municipal Income Fund","",""
"NBEV","New Age Beverages Corp","Consumer Staples","Beverages"
"NBH","Neuberger Berman Municipal Fund Inc","",""
"NBHC","National Bank Holdings Corp","Financials","Banks"
"NBIX","Neurocrine Biosciences, Inc.","Health Care","Biotechnology"
"NBL","Noble Energy, Inc.","Energy","Oil, Gas & Consumable Fuels"
"NBLX","Noble Midstream Partners LP","Energy","Oil, Gas & Consumable Fuels"
"NBN","Northeast Bank","Financials","Banks"
"NBO","Neuberger Berman New York Muncipl Fd Inc","",""
"NBR","Nabors Industries Ltd.","Energy","Energy Equipment & Services"
"NBR-A","Nabors Industries Ltd","Energy","Energy Equipment & Services"
"NBRV","Nabriva Therapeutics PLC - ADR","Health Care","Pharmaceuticals"
"NBSE","Neubase Therapeutics Inc","Health Care","Biotechnology"
"NBTB","NBT Bancorp Inc.","Financials","Banks"
"NBW","Neuberger Berman California Munc Fd Inc","",""
"NBY","NovaBay Pharmaceuticals, Inc.","Health Care","Pharmaceuticals"
"NC","NACCO Industries, Inc.","Energy","Oil, Gas & Consumable Fuels"
"NCA","Nuveen California Municipal Value Fund","",""
"NCB","Nuveen California Municipal Value Fund 2","",""
"NCBS","Nicolet Bankshares Inc","Financials","Banks"
"NCLH","Norwegian Cruise Line Holdings Ltd","Consumer Discretionary","Hotels, Restaurants & Leisure"
"NCMI","National CineMedia, Inc.","Communication Services","Media"
"NCNA","NuCana PLC (ADR)","Health Care","Biotechnology"
"NCR","NCR Corporation","Information Technology","Technology Hardware, Storage & Peripherals"
"NCSM","NCS Multistage Holdings Inc","Energy","Energy Equipment & Services"
"NCTY","The9 Limited (ADR)","Communication Services","Entertainment"
"NCV","Allianzgi Convertible & Income Fund","",""
"NCV-A","Allianzgi Convertible & Income Fund","",""
"NCZ","Allianzgi Convertible & Income Fund II","",""
"NCZ-A","Allianzgi Convertible & Income Fund II","",""
"NDAQ","Nasdaq Inc","Financials","Capital Markets"
"NDLS","Noodles & Co","Consumer Discretionary","Hotels, Restaurants & Leisure"
"NDRA","ENDRA Life Sciences Inc","Health Care","Health Care Equipment & Supplies"
"NDSN","Nordson Corporation","Industrials","Machinery"
"NE","Noble Corporation PLC","Energy","Energy Equipment & Services"
"NEA","Nuveen Amt-Free Quality Municpl Incm Fnd","",""
"NEBU","Nebula Acquisition Corp","",""
"NEE","NextEra Energy Inc","Utilities","Electric Utilities"
"NEM","Newmont Corporation","Materials","Metals & Mining"
"NEN","New England Realty Associates LP","Real Estate","Real Estate Management & Development"
"NEO","NeoGenomics, Inc.","Health Care","Life Sciences Tools & Services"
"NEOG","Neogen Corporation","Health Care","Health Care Equipment & Supplies"
"NEON","Neonode, Inc","Information Technology","Electronic Equipment, Instruments & Components"
"NEOS","Neos Therapeutics Inc","Health Care","Pharmaceuticals"
"NEP","Nextera Energy Partners LP","Utilities","Independent Power & Renewable Electricity Producers"
"NEPH","Nephros, Inc.","Consumer Discretionary","Household Durables"
"NERV","Minerva Neurosciences Inc","Health Care","Biotechnology"
"NES","Nuverra Environmental Solutions Inc","Energy","Energy Equipment & Services"
"NESR","National Energy Services Reunited Corp","Energy","Energy Equipment & Services"
"NET","Cloudflare Inc","Information Technology","Software"
"NETE","Net Element Inc","Information Technology","Software"
"NEU","NewMarket Corporation","Materials","Chemicals"
"NEV","Nuveen Enhanced Municipal Value Fund","",""
"NEW","Puxin Ltd","Consumer Discretionary","Diversified Consumer Services"
"NEWA","Newater Technology Inc","Industrials","Machinery"
"NEWR","New Relic Inc","Information Technology","Software"
"NEWT","NEWTEK Business Services Corp","Financials","Capital Markets"
"NEX","Nextier Oilfield Solutions Inc","Energy","Energy Equipment & Services"
"NEXA","Nexa Resources SA","Materials","Metals & Mining"
"NEXT","Nextdecade Corp","Energy","Oil, Gas & Consumable Fuels"
"NFBK","Northfield Bancorp Inc","Financials","Thrifts & Mortgage Finance"
"NFE","New Fortress Energy LLC","Energy","Oil, Gas & Consumable Fuels"
"NFG","National Fuel Gas Co.","Utilities","Gas Utilities"
"NFH","New Frontier Health Corp","",""
"NFIN","Netfin Acquisition Corp","",""
"NFJ","Allianzgi Dividend Int & Prm Strgy Fund","",""
"NFLX","Netflix Inc","Communication Services","Entertainment"
"NGG","National Grid plc (ADR)","Utilities","Multi-Utilities"
"NGHC","National General Holdings Corp","Financials","Insurance"
"NGHCP","National General Holdings Corp","Financials","Insurance"
"NGJY","Skillful Craftsman Education Tech Ltd","",""
"NGL","NGL Energy Partners LP","Energy","Oil, Gas & Consumable Fuels"
"NGL-B","NGL Energy Partners LP","Energy","Oil, Gas & Consumable Fuels"
"NGLS-A","Targa Resources Partners LP","Energy","Oil, Gas & Consumable Fuels"
"NGM","NGM Biopharmaceuticals Inc","Health Care","Pharmaceuticals"
"NGS","Natural Gas Services Group, Inc.","Energy","Energy Equipment & Services"
"NGVC","Natural Grocers by Vitamin Cottage Inc","Consumer Staples","Food & Staples Retailing"
"NGVT","Ingevity Corp","Materials","Chemicals"
"NH","NantHealth Inc","Health Care","Health Care Technology"
"NHC","National HealthCare Corporation","Health Care","Health Care Providers & Services"
"NHF","Nexpoint Strategic Opportunities Fund","",""
"NHI","National Health Investors Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"NHLD","National Holdings Corporation","Financials","Capital Markets"
"NHS","Neuberger Berman High Yield Strateges Fd","",""
"NHTC","Natural Health Trends Corp.","Consumer Staples","Personal Products"
"NI","NiSource Inc.","Utilities","Multi-Utilities"
"NICE","Nice Ltd (ADR)","Information Technology","Software"
"NICK","Nicholas Financial, Inc.","Financials","Consumer Finance"
"NID","Nuveen Intermediate Duration Munpl Tm Fd","",""
"NIE","AllianzGI Equity & Convertible Income FD","",""
"NIM","Nuveen Select Maturities Municipal Fund","",""
"NINE","Nine Energy Service Inc","Energy","Energy Equipment & Services"
"NIO","Nio Inc - ADR","Consumer Discretionary","Automobiles"
"NIU","Niu Technologies - ADR","Consumer Discretionary","Automobiles"
"NJR","New Jersey Resources Corp","Utilities","Gas Utilities"
"NJV","Nuveen New Jersey Municipal Value Fund","",""
"NK","Nantkwest Inc","Health Care","Biotechnology"
"NKE","Nike Inc","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"NKG","Nuveen Georgia Quality Municipal Inc Fd","",""
"NKLA","Nikola Corporation","",""
"NKSH","National Bankshares Inc.","Financials","Banks"
"NKTR","Nektar Therapeutics","Health Care","Pharmaceuticals"
"NKX","Nuveen Calfrna AMT-Free Qlty Mncpl IncFd","",""
"NL","NL Industries Inc","Industrials","Commercial Services & Supplies"
"NLOK","NortonLifeLock Inc","Information Technology","Software"
"NLS","Nautilus, Inc.","Consumer Discretionary","Leisure Products"
"NLSN","Nielsen Holdings PLC","Industrials","Professional Services"
"NLSP","NLS Pharmaceutics Ltd","",""
